OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
7802,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
7803,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,21,,Final,20517629.6210938,25957.9381485591
7804,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,22,,Final,20517629.6210938,25957.9381485591
7805,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,43,,Final,20517629.6210938,25957.9381485591
7806,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,22.67578347,unreliable,Final,20517629.6210938,25957.9381485591
7807,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,21,,Final,20517629.6210938,25957.9381485591
7808,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,14.1896588,unreliable,Final,20517629.6210938,25957.9381485591
7809,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7810,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,28.59947946,unreliable,Final,20517629.6210938,25957.9381485591
7811,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,21,,Final,20517629.6210938,25957.9381485591
7812,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7813,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,17,,Final,20517629.6210938,25957.9381485591
7814,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,25,,Final,20517629.6210938,25957.9381485591
7815,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,29,,Final,20517629.6210938,25957.9381485591
7816,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
7817,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
7818,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,40.37634267,,Final,20517629.6210938,25957.9381485591
7819,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,19.79177983,unreliable,Preliminary,20517629.6210938,25957.9381485591
7820,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,81.55048138,,Final,20517629.6210938,25957.9381485591
7821,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,107,,Preliminary,20517629.6210938,25957.9381485591
7822,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,14,,Final,20517629.6210938,25957.9381485591
7823,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,189.4102781,,Final,20517629.6210938,25957.9381485591
7824,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,25.14003134,unreliable,Final,20517629.6210938,25957.9381485591
7825,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,17,,Final,20517629.6210938,25957.9381485591
7826,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,43.84485035,,Final,20517629.6210938,25957.9381485591
7827,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,12,,Final,20517629.6210938,25957.9381485591
7828,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7829,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,105,,Final,20517629.6210938,25957.9381485591
7830,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,200.64061162,,Final,20517629.6210938,25957.9381485591
7831,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,23.57911884,unreliable,Final,20517629.6210938,25957.9381485591
7832,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,30.01594684,,Final,20517629.6210938,25957.9381485591
7833,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7834,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,12,,Final,20517629.6210938,25957.9381485591
7835,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,22.28414234,unreliable,Final,20517629.6210938,25957.9381485591
7836,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7837,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7838,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7839,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,31.31117213,unreliable,Final,20517629.6210938,25957.9381485591
7840,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,11,,Preliminary,20517629.6210938,25957.9381485591
7841,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,179.91882981,,Final,20517629.6210938,25957.9381485591
7842,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,240.26667373,,Final,20517629.6210938,25957.9381485591
7843,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,19.19524375,unreliable,Final,20517629.6210938,25957.9381485591
7844,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,124,,Final,20517629.6210938,25957.9381485591
7845,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,232.37510653,,Final,20517629.6210938,25957.9381485591
7846,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,99,,Final,20517629.6210938,25957.9381485591
7847,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,26,,Final,20517629.6210938,25957.9381485591
7848,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,55.23303499,,Final,20517629.6210938,25957.9381485591
7849,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,13.9007001,unreliable,Final,20517629.6210938,25957.9381485591
7850,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7851,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,13,,Final,20517629.6210938,25957.9381485591
7852,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7853,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
7854,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,15,,Final,20517629.6210938,25957.9381485591
7855,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,998.18844721,,Final,20517629.6210938,25957.9381485591
7856,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7857,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7858,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,20,,Preliminary,20517629.6210938,25957.9381485591
7859,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,17,,Final,20517629.6210938,25957.9381485591
7860,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,29,,Final,20517629.6210938,25957.9381485591
7861,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,50.50823107,,Final,20517629.6210938,25957.9381485591
7862,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,177.36726599,,Preliminary,20517629.6210938,25957.9381485591
7863,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,13,,Preliminary,20517629.6210938,25957.9381485591
7864,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,13.21478814,unreliable,Preliminary,20517629.6210938,25957.9381485591
7865,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,20.850095,unreliable,Preliminary,20517629.6210938,25957.9381485591
7866,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,101,,Final,20517629.6210938,25957.9381485591
7867,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7868,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7869,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7870,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7871,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,78.78969733,,Final,20517629.6210938,25957.9381485591
7872,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,114,,Final,20517629.6210938,25957.9381485591
7873,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,27.03832896,unreliable,Final,20517629.6210938,25957.9381485591
7874,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7875,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,17,,Final,20517629.6210938,25957.9381485591
7876,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7877,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
